Genus_&_Specie,Time_(Ma),Location,Zone,Current_Country,Habitat,Cranial_Capacity_(cm³),Height_(cm),Incisor_Size,Jaw_Shape,Torus_Supraorbital,Prognathism,Foramen_Mágnum_Position,Canine Size,Canines_Shape,Tooth_Enamel,Tecno,Tecno_type,biped,Arms,Foots,Diet,Sexual_Dimorphism,Hip,Vertical_Front,Anatomy,Migrated,Skeleton,Cranial_Capacity_normalized,Height_normalized,Time_years,full_address,Latitude,Longitude
Paranthropus Aethiopicus,2.3712235,Africa,oriental,Kenya,forest-savanna,549.8108,105.95978,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.3795993926998505,0.5728130036822611,2371223.5,Kenya,1.4419683,38.4313975
Paranthropus Robustus,2.12700029,Africa,south,South Africa,jungle,636.03312,110.68042,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.43912885321458067,0.5983325355055872,2127000.2899999996,South Africa,-28.8166236,24.991639
Homo Naledi,0.47774843,Africa,south,South Africa,jungle,448.46356,138.24552,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.30962741187334436,0.7473480178688188,477748.43,South Africa,-28.8166236,24.991639
Australopithecus Anamensis,3.9173157,Africa,oriental,Kenya,forest-gallery,411.52664,120.89877,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light,0.28412548939346044,0.6535723987459283,3917315.7,Kenya,1.4419683,38.4313975
Homo Erectus,1.5236935,Asia ,west,Indonesia,savannah,1128.61805,158.3649,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.7792184627331612,0.8561123291011072,1523693.5,Indonesia,-2.4833826,117.8902853
Paranthropus Aethiopicus,2.99383526,Africa,oriental,Kenya,forest-savanna,378.39569,111.29823,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.26125127793823055,0.6016723839066026,2993835.26,Kenya,1.4419683,38.4313975
Homo Habilis,2.75536097,Africa,oriental,Ethiopia,savannah,684.75385,137.41231,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust,0.4727665327943441,0.742843728384657,2755360.9699999997,Ethiopia,10.2116702,38.6521203
Australopithecus Anamensis,4.50367129,Africa,oriental,Kenya,forest-gallery,384.95213,112.90035,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light,0.26577796355858035,0.6103333604531698,4503671.29,Kenya,1.4419683,38.4313975
Homo Ergaster,1.79582526,Africa,oriental,Kenya,savannah,836.2981,164.1896,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.5773954438072858,0.8876003512784661,1795825.26,Kenya,1.4419683,38.4313975
Homo Rudolfensis,2.47908391,Africa,oriental,Kenya,savannah,637.87242,132.27965,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined,0.4403987394427028,0.7150968380883597,2479083.91,Kenya,1.4419683,38.4313975
hominino Ardipithecus ramidus / kabadda,3.76410007,Africa,oriental,Ethiopia,mixed,227.41535,119.83776,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light,0.15701170066252598,0.647836634430101,3764100.07,Ethiopia,10.2116702,38.6521203
Homo Floresiensis,0.3851294,Asia ,oriental,Indonesia,peninsular,433.6979,102.5738,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.29943293121051917,0.5545085736975248,385129.4,Indonesia,-2.4833826,117.8902853
Homo Antecesor,0.94870394,Europa,west,Spain,savannah,1153.03927,173.78305,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light,0.7960793179236911,0.9394620379502918,948703.9400000001,Spain,39.3260685,-4.8379791
Homo Heidelbergensis,1.06402814,Europa,central,Germany,cold forest,1286.50152,174.58772,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust,0.8882240867211677,0.9438120416939103,1064028.14,Germany,51.1638175,10.4478313
Australopithecus Afarensis,4.16160518,Africa,oriental,Kenya,mixed,295.4415,126.59107,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined,0.20397819391385708,0.6843446734794219,4161605.1799999997,Kenya,1.4419683,38.4313975
Homo Erectus,1.33767453,Asia ,west,Indonesia,savannah,1044.49967,166.39207,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.7211416007237295,0.8995067883833757,1337674.53,Indonesia,-2.4833826,117.8902853
Paranthropus Robustus,2.15246783,Africa,south,South Africa,jungle,639.65115,124.64341,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.4416268070393688,0.6738157258471053,2152467.83,South Africa,-28.8166236,24.991639
Homo Floresiensis,0.05195488,Asia ,oriental,Indonesia,peninsular,175.94871,109.89575,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.1214781947941403,0.5940906507111929,51954.880000000005,Indonesia,-2.4833826,117.8902853
hominino Ardipithecus ramidus / kabadda,4.22435158,Africa,oriental,Ethiopia,mixed,265.02149,112.35538,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light,0.18297566482217065,0.6073872812652296,4224351.58,Ethiopia,10.2116702,38.6521203
Homo Habilis,3.17593616,Africa,oriental,Ethiopia,savannah,891.72288,122.21163,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust,0.6156617216405383,0.6606696509298635,3175936.16,Ethiopia,10.2116702,38.6521203
Australopithecus Africanus,3.8035315,Africa,south,South Africa,forest-gallery,430.94777,102.06115,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light,0.2975341913570175,0.5517372147315311,3803531.5,South Africa,-28.8166236,24.991639
Homo Floresiensis,0.14320328,Asia ,oriental,Indonesia,peninsular,200.15715,109.97037,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.13819214279627262,0.5944940425107491,143203.28,Indonesia,-2.4833826,117.8902853
Homo Rudolfensis,3.05820576,Africa,oriental,Kenya,savannah,709.88769,131.69582,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined,0.4901193938152902,0.7119406837820765,3058205.76,Kenya,1.4419683,38.4313975
Paranthropus Boisei,2.89847148,Africa,oriental,Ethiopia,forest,425.92733,106.0933,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.2940679881193109,0.573534805787283,2898471.48,Ethiopia,10.2116702,38.6521203
Australopithecus Bahrelghazali,3.83675145,Africa,central,Republic of Chad,mixed,314.92243,118.57858,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light,0.2174281828868425,0.641029573505884,3836751.4499999997,Republic of Chad,15.6134137,19.0156172
Homo Sapiens,0.81051556,Africa,oriental,Kenya,savannah,1132.54719,161.67776,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined,0.7819312125697099,0.8740214762074793,810515.56,Kenya,1.4419683,38.4313975
Australopithecus Bahrelghazali,3.7471004,Africa,central,Republic of Chad,mixed,322.79978,121.94684,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light,0.22286684883535454,0.6592382101016074,3747100.4,Republic of Chad,15.6134137,19.0156172
Australopithecus Garhi,2.7662757,Africa,oriental,Ethiopia,mixed,393.27418,126.37082,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light,0.2715236584885777,0.6831540135510885,2766275.7,Ethiopia,10.2116702,38.6521203
Homo Heidelbergensis,1.18184748,Europa,central,Germany,cold forest,1445.18388,173.08704,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust,0.9977812789192458,0.9356994444578092,1181847.48,Germany,51.1638175,10.4478313
Homo Antecesor,0.94800788,Europa,west,Spain,savannah,981.39679,172.82471,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light,0.6775742227718748,0.9342813022603078,948007.88,Spain,39.3260685,-4.8379791
Homo Rodhesiensis,0.41644614,Africa,oriental,Ethiopia,savannah,1097.4515,146.32289,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust,0.7577005088251085,0.7910138557136405,416446.14,Ethiopia,10.2116702,38.6521203
Paranthropus Aethiopicus,2.87075988,Africa,oriental,Kenya,forest-savanna,355.28452,116.55777,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.2452949051340168,0.6301051808167792,2870759.88,Kenya,1.4419683,38.4313975
Australopithecus Garhi,2.30532245,Africa,oriental,Ethiopia,mixed,471.01489,110.41335,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light,0.32519726094246765,0.5968887691171195,2305322.4499999997,Ethiopia,10.2116702,38.6521203
"Homo Neanderthalensis
",0.15947167,Europa,central,Germany,cold forest,1091.02975,151.32544,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust,0.7532668156345232,0.8180573781857585,159471.67,Germany,51.1638175,10.4478313
Paranthropus Aethiopicus,2.66658997,Africa,oriental,Kenya,forest-savanna,316.80342,107.64158,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.21872685265046754,0.5819047261225383,2666589.97,Kenya,1.4419683,38.4313975
Homo Ergaster,1.58114376,Africa,oriental,Kenya,savannah,721.10623,155.15789,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.49786487820915615,0.8387754015335052,1581143.76,Kenya,1.4419683,38.4313975
hominino Orrorin tugenencin,5.86368639,Africa,oriental,Kenya,forest,113.6035,126.92355,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light,0.07843392601341674,0.6861420428913279,5863686.39,Kenya,1.4419683,38.4313975
Homo Erectus,1.23519518,Asia ,west,Indonesia,savannah,969.81852,166.12203,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.6695803742324957,0.8980469663309483,1235195.1800000002,Indonesia,-2.4833826,117.8902853
Australopithecus Bahrelghazali,3.3925157,Africa,central,Republic of Chad,mixed,332.33172,125.59092,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light,0.22944787386296664,0.6789379151260843,3392515.7,Republic of Chad,15.6134137,19.0156172
Homo Sapiens,0.97155337,Africa,oriental,Kenya,savannah,1300.63084,178.72546,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined,0.8979792266552357,0.9661804467420922,971553.37,Kenya,1.4419683,38.4313975
Homo Georgicus,1.78607318,Asia ,west,Georgia,savannah,797.96338,143.5502,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.5509284547424679,0.7760248392473947,1786073.18,Georgia,32.3293809,-83.1137366
Homo Ergaster,1.54375447,Africa,oriental,Kenya,savannah,840.75998,156.08024,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.5804760070452208,0.84376157717436,1543754.4700000002,Kenya,1.4419683,38.4313975
Paranthropus Aethiopicus,3.14982931,Africa,oriental,Kenya,forest-savanna,302.61402,102.22472,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.20893023238987013,0.5526214655577627,3149829.31,Kenya,1.4419683,38.4313975
Paranthropus Aethiopicus,2.89236351,Africa,oriental,Kenya,forest-savanna,443.18797,101.88364,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.30598504842734914,0.5507776049976904,2892363.5100000002,Kenya,1.4419683,38.4313975
Paranthropus Boisei,2.79155477,Africa,oriental,Ethiopia,forest,391.55428,118.67667,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.27033620819566884,0.6415598428923549,2791554.77,Ethiopia,10.2116702,38.6521203
Australopithecus Afarensis,4.30239991,Africa,oriental,Kenya,mixed,439.8681,124.95108,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined,0.3036929496984001,0.6754789737024983,4302399.91,Kenya,1.4419683,38.4313975
Australopithecus Sediba,1.67813729,Africa,south,South Africa,mixed,467.1529,114.8175,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light,0.32253087268924874,0.6206973726284446,1678137.29,South Africa,-28.8166236,24.991639
Homo Floresiensis,0.60761586,Asia ,oriental,Indonesia,peninsular,204.41646,92.10744,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.14113284801581433,0.4979279814273269,607615.86,Indonesia,-2.4833826,117.8902853
Homo Floresiensis,0.03258122,Asia ,oriental,Indonesia,peninsular,248.1355,108.246,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.17131726969945618,0.5851721888870478,32581.22,Indonesia,-2.4833826,117.8902853
Homo Floresiensis,0.19673578,Asia ,oriental,Indonesia,peninsular,168.21712,109.68988,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.1161401642050645,0.592977728307352,196735.78,Indonesia,-2.4833826,117.8902853
Paranthropus Aethiopicus,3.21648807,Africa,oriental,Kenya,forest-savanna,563.22298,113.59636,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.38885940611315756,0.6140959539456524,3216488.07,Kenya,1.4419683,38.4313975
Homo Sapiens,0.11173351,Africa,oriental,Kenya,savannah,1320.05442,171.71724,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined,0.9113896201434264,0.9282943776254322,111733.51,Kenya,1.4419683,38.4313975
Homo Sapiens,0.78654547,Africa,oriental,Kenya,savannah,1077.23214,165.95977,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined,0.7437406943275039,0.897169797295891,786545.47,Kenya,1.4419683,38.4313975
hominino Orrorin tugenencin,6.46948657,Africa,oriental,Kenya,forest,118.93611,128.65844,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light,0.08211565710619474,0.695520767082321,6469486.57,Kenya,1.4419683,38.4313975
